,,,,,,,,,SARS-CoV-2_WT (984),,,,,,,,,,SARS-CoV-2_α (21528),,,,,,,,,,SARS-CoV-2_β (22131),,,,,,,,,,SARS-CoV-2_δ (25853_23),,,,,,,,,,,SARS-CoV-2_BA.1 (26335),,,,,,,,,,SARS-CoV-2_BA.2 (26729_12),,,,,,,,,,,SARS-CoV-2_BA.2 (26729_2),,,,,,,,,,rSARS-CoV-2_B.1+E484K,,,,,,,,,,SARS-CoV-2_BA.4,,,,,,,,,,,,SARS-CoV-2_BA.5,,,,,,,,,,SARS-CoV-2_Mu,,,,,,BQ.1.18,,,,,,,,,,,BF.7,,,,,,,,,,BN.1.3.1,,,,,,,,,,,XBB.2,,,,,,,,,,,EG.5.1 (V140),,,,,,,,,,BA.2.86 (V139),,,,,,,,,,JN.1 (V148),,,,,,,,,,JN.1 (V148)-2,,,,,,,,,
sample ID,Infektion Hamster,,Viruskontrolle (VK),Viruskontrolle 24.01.23,Viruskontrolle Dezember,1:20,1:40,1:80,1:160,1:320,1:640,1:1280,1:2560,1:5120,Viruskontrolle (VK),1:20,1:40,1:80,1:160,1:320,1:640,1:1280,1:2560,1:5120,Viruskontrolle (VK),1:20,1:40,1:80,1:160,1:320,1:640,1:1280,1:2560,1:5120,Viruskontrolle (VK),1:20,1:40,1:80,1:160,1:320,1:640,1:1280,1:2560,1:5120,Viruskontrolle (VK),Viruskontrolle 24.01.23,1:20,1:40,1:80,1:160,1:320,1:640,1:1280,1:2560,1:5120,Viruskontrolle (VK),1:20,1:40,1:80,1:160,1:320,1:640,1:1280,1:2560,1:5120,Viruskontrolle (VK),Viruskontrolle 24.01.23,1:20,1:40,1:80,1:160,1:320,1:640,1:1280,1:2560,1:5120,Viruskontrolle (VK),1:20,1:40,1:80,1:160,1:320,1:640,1:1280,1:2560,1:5120,Viruskontrolle (VK),1:20,1:40,1:80,1:160,1:320,1:640,1:1280,1:2560,1:5120,Viruskontrolle (VK),Viruskontrolle 24.01.23,Viruskontrolle Dezember,1:20,1:40,1:80,1:160,1:320,1:640,1:1280,1:2560,1:5120,Viruskontrolle (VK),1:20,1:40,1:80,1:160,1:320,1:640,1:1280,1:2560,1:5120,Viruskontrolle (VK),,1:20,1:40,1:80,1:160,1:320,1:640,1:1280,1:2560,1:5120,Viruskontrolle (VK),1:20,1:40,1:80,1:160,1:320,1:640,1:1280,1:2560,1:5120,Viruskontrolle (VK),Viruskontrolle (VK) 230331,1:20,1:40,1:80,1:160,1:320,1:640,1:1280,1:2560,1:5120,Viruskontrolle (VK),Viruskontrolle Dezember,1:20,1:40,1:80,1:160,1:320,1:640,1:1280,1:2560,1:5120,Viruskontrolle Dezember,1:20,1:40,1:80,1:160,1:320,1:640,1:1280,1:2560,1:5120,Viruskontrolle Dezember,1:20,1:40,1:80,1:160,1:320,1:640,1:1280,1:2560,1:5120,Viruskontrolle Dezember,1:20,1:40,1:80,1:160,1:320,1:640,1:1280,1:2560,1:5120,Viruskontrolle Dezember,1:20,1:40,1:80,1:160,1:320,1:640,1:1280,1:2560,1:5120
,,Plaque reduction (%),x,,,#DIV/0!,#DIV/0!,#DIV/0!,100,100,97.33333333,76.88888889,47.55555556,28,x,#DIV/0!,#DIV/0!,#DIV/0!,100,100,97.61904762,97.61904762,80.95238095,66.66666667,x,#DIV/0!,#DIV/0!,#DIV/0!,100,100,90.48,73.81,42.86,32.14,x,#DIV/0!,#DIV/0!,#DIV/0!,100,100,100,100,97.9,60.14,x,,#DIV/0!,#DIV/0!,#DIV/0!,100,91.15044248,83.18584071,69.02654867,46.01769912,25.66371681,x,#DIV/0!,#DIV/0!,#DIV/0!,100,87.87878788,85.45454545,41.81818182,15.15151515,20,x,,#DIV/0!,#DIV/0!,#DIV/0!,100,93.06,88.43,47.56,49.1,21.34,x,#DIV/0!,#DIV/0!,#DIV/0!,99.05,96.21,70.62,53.55,45.97,27.01,x,#DIV/0!,#DIV/0!,#DIV/0!,92.86,70.71,30.71,1.43,0,0,x,,,#DIV/0!,#DIV/0!,#DIV/0!,94.19,59.31,27.12,3.43,0.75,0.75,x,#DIV/0!,#DIV/0!,100,100,93.45,76,46.55,19.27,32.36,x,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
4.3,Delta (25853_19),PFU Ansatz 1,x,,,nd,nd,nd,0,0,0,9,24,32,x,nd,nd,nd,0,0,0,0,5,4,x,nd,nd,nd,0,1,1,2,10,25,x,nd,nd,nd,0,0,0,0,1,3,x,,nd,nd,nd,4,9,15,31,48,>50,x,nd,nd,nd,0,2,3,6,14,30,x,,nd,nd,nd,4,3,1,23,33,37,x,nd,nd,nd,0,0,8,17,36,38,x,nd,nd,nd,1,7,19,34,48,35,x,,,nd,nd,nd,2,7,30,49,74,90,x,nd,nd,0,0,0,2,12,15,48,x,,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,nd,nd,nd,nd,nd,nd,nd,nd,nd
,,PFU Ansatz 2,x,,,nd,nd,nd,0,0,0,5,21,39,x,nd,nd,nd,0,0,0,0,6,12,x,nd,nd,nd,0,0,5,8,20,21,x,nd,nd,nd,0,0,0,0,1,1,x,,nd,nd,nd,3,7,16,30,50,>50,x,nd,nd,nd,0,0,4,9,13,37,x,,nd,nd,nd,0,3,5,18,25,33,x,nd,nd,nd,0,0,10,16,28,42,x,nd,nd,nd,0,3,19,30,48,57,x,,,nd,nd,nd,0,18,25,51,70,70,x,nd,nd,0,0,0,0,9,31,57,x,,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,nd,nd,nd,nd,nd,nd,nd,nd,nd
,,AVG,x,,,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,7,22.5,35.5,x,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,0,5.5,8,x,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,3,5,15,23,x,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,0,1,2,x,,#DIV/0!,#DIV/0!,#DIV/0!,3.5,8,15.5,30.5,49,#DIV/0!,x,#DIV/0!,#DIV/0!,#DIV/0!,0,1,3.5,7.5,13.5,33.5,x,,#DIV/0!,#DIV/0!,#DIV/0!,2,3,3,20.5,29,35,x,#DIV/0!,#DIV/0!,#DIV/0!,0,0,9,16.5,32,40,x,#DIV/0!,#DIV/0!,#DIV/0!,0.5,5,19,32,48,46,x,,,#DIV/0!,#DIV/0!,#DIV/0!,1,12.5,27.5,50,72,80,x,#DIV/0!,#DIV/0!,0,0,0,1,10.5,23,52.5,x,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,,Plaque reduction (%),x,,,#DIV/0!,#DIV/0!,#DIV/0!,100,100,100,87.55555556,60,36.88888889,x,#DIV/0!,#DIV/0!,#DIV/0!,100,100,100,100,73.80952381,61.9047619,x,#DIV/0!,#DIV/0!,#DIV/0!,100,98.81,92.86,88.1,64.29,45.24,x,#DIV/0!,#DIV/0!,#DIV/0!,100,100,100,100,95.8,91.61,x,,#DIV/0!,#DIV/0!,#DIV/0!,93.80530973,85.84070796,72.56637168,46.01769912,13.27433628,#DIV/0!,x,#DIV/0!,#DIV/0!,#DIV/0!,100,97.57575758,91.51515152,81.81818182,67.27272727,18.78787879,x,,#DIV/0!,#DIV/0!,#DIV/0!,96.92,95.37,95.37,68.38,55.27,46.02,x,#DIV/0!,#DIV/0!,#DIV/0!,100,100,82.94,68.72,39.34,24.17,x,#DIV/0!,#DIV/0!,#DIV/0!,99.29,92.86,72.86,54.29,31.43,34.29,x,,,#DIV/0!,#DIV/0!,#DIV/0!,99.11,88.82,75.41,55.29,35.62,28.46,x,#DIV/0!,#DIV/0!,100,100,100,97.82,77.09,49.82,-14.55,x,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
5.1,Omicron BA.1 (26335),PFU Ansatz 1,x,,,nd,nd,nd,42,51,>50,>50,>50,>50,x,nd,4,4,6,16,20,14,6,nd,x,1,15,30,39,42,42,nd,nd,nd,x,8,20,29,20,30,35,33,24,24,x,,nd,nd,nd,0,0,0,3,11,24,x,nd,nd,nd,0,4,8,16,22,26,x,,nd,nd,nd,1,3,10,25,34,57,x,nd,32,28,39,53,>50,>50,>50,nd,x,nd,nd,nd,6,19,37,58,70,70,x,,,nd,nd,nd,13,18,28,73,111,111,x,nd,nd,29,26,40,39,47,49,45,x,,nd,nd,22,32,32,32,32,32,nd,x,nd,nd,34,63,102,166,230,230,nd,x,,nd,nd,1,6,18,48,52.5,52.5,nd,x,,nd,nd,2,3,10,43,47,47,nd,x,nd,0,0,3,5,12,20,nd,nd,x,nd,16,nd,34,36,29,40,nd,nd,x,nd,0,1,3,4,5,3,nd,nd,x,nd,0,4,21,31,32,37,nd,nd
,,PFU Ansatz 2,x,,,nd,nd,nd,43,51,>50,>50,>50,>50,x,nd,8,5,7,17,12,15,12,nd,x,11,16,27,38,41,40,nd,nd,nd,x,4,14,25,32,23,31,26,29,24,x,,nd,nd,nd,0,0,0,3,17,29,x,nd,nd,nd,0,3,10,22,40,38,x,,nd,nd,nd,1,3,23,24,34,44,x,nd,18,32,46,51,>50,>50,>50,nd,x,nd,nd,nd,6,19,38,70,70,70,x,,,nd,nd,nd,6,18,49,72,114,111,x,nd,nd,31,36,40,45,53,47,54,x,,nd,nd,22,32,32,32,32,32,nd,x,nd,nd,23,46,102,173,230,230,nd,x,,nd,nd,1,3,21,30,52.5,52.5,nd,x,,nd,nd,1,1,8,45,47,47,nd,x,nd,0,0,4,6,15,19,nd,nd,x,nd,19,nd,36,29,32,29,nd,nd,x,nd,0,0,0,2,3,2,nd,nd,x,nd,0,5,14,31,34,29,nd,nd
,,AVG,x,,,#DIV/0!,#DIV/0!,#DIV/0!,42.5,51,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,#DIV/0!,6,4.5,6.5,16.5,16,14.5,9,#DIV/0!,x,6,15.5,28.5,38.5,41.5,41,#DIV/0!,#DIV/0!,#DIV/0!,x,6,17,27,26,26.5,33,29.5,26.5,24,x,,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,3,14,26.5,x,#DIV/0!,#DIV/0!,#DIV/0!,0,3.5,9,19,31,32,x,,#DIV/0!,#DIV/0!,#DIV/0!,1,3,16.5,24.5,34,50.5,x,#DIV/0!,25,30,42.5,52,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,#DIV/0!,#DIV/0!,#DIV/0!,6,19,37.5,64,70,70,x,,,#DIV/0!,#DIV/0!,#DIV/0!,9.5,18,38.5,72.5,112.5,111,x,#DIV/0!,#DIV/0!,30,31,40,42,50,48,49.5,x,,#DIV/0!,#DIV/0!,22,32,32,32,32,32,#DIV/0!,x,#DIV/0!,#DIV/0!,28.5,54.5,102,169.5,230,230,#DIV/0!,x,,#DIV/0!,#DIV/0!,1,4.5,19.5,39,52.5,52.5,#DIV/0!,x,,#DIV/0!,#DIV/0!,1.5,2,9,44,47,47,#DIV/0!,x,#DIV/0!,0,0,3.5,5.5,13.5,19.5,#DIV/0!,#DIV/0!,x,#DIV/0!,17.5,#DIV/0!,35,32.5,30.5,34.5,#DIV/0!,#DIV/0!,x,#DIV/0!,0,0.5,1.5,3,4,2.5,#DIV/0!,#DIV/0!,x,#DIV/0!,0,4.5,17.5,31,33,33,#DIV/0!,#DIV/0!
,,Plaque reduction (%),x,,,#DIV/0!,#DIV/0!,#DIV/0!,24.44444444,9.333333333,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,#DIV/0!,71.42857143,78.57142857,69.04761905,21.42857143,23.80952381,30.95238095,57.14285714,#DIV/0!,x,85.71,63.1,32.14,8.33,1.19,2.38,#DIV/0!,#DIV/0!,#DIV/0!,x,74.83,28.67,-13.29,-9.09,-11.19,-38.46,-23.78,-11.19,-0.7,x,,#DIV/0!,#DIV/0!,#DIV/0!,100,100,100,94.69026549,75.22123894,53.09734513,x,#DIV/0!,#DIV/0!,#DIV/0!,100,91.51515152,78.18181818,53.93939394,24.84848485,22.42424242,x,,#DIV/0!,#DIV/0!,#DIV/0!,98.46,95.37,74.55,62.21,47.56,22.11,x,#DIV/0!,52.61,43.13,19.43,1.42,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,#DIV/0!,#DIV/0!,#DIV/0!,91.43,72.86,46.43,8.57,0,0,x,,,#DIV/0!,#DIV/0!,#DIV/0!,91.51,83.9,65.57,35.17,-0.6,0.75,x,#DIV/0!,#DIV/0!,34.55,32.36,12.73,8.36,-9.09,-4.73,-8,x,,#DIV/0!,#DIV/0!,30.89,-0.52,-0.52,-0.52,-0.52,-0.52,#DIV/0!,x,#DIV/0!,#DIV/0!,87.61,76.3,55.65,26.3,0,0,#DIV/0!,x,,#DIV/0!,#DIV/0!,98.1,91.43,62.86,25.71,0,0,#DIV/0!,x,,#DIV/0!,#DIV/0!,96.81,95.74,80.85,6.38,0,0,#DIV/0!,x,#DIV/0!,100,100,86.1,78.1,46.4,22.5,#DIV/0!,#DIV/0!,x,#DIV/0!,64.3,#DIV/0!,28.6,33.7,37.8,29.6,#DIV/0!,#DIV/0!,x,#DIV/0!,100,95.65217391,86.95652174,73.91304348,65.2173913,78.26086957,#DIV/0!,#DIV/0!,x,#DIV/0!,100,87.5,51.38888889,13.88888889,8.333333333,8.333333333,#DIV/0!,#DIV/0!
5.2,Omicron BA.1 (26335),PFU Ansatz 1,x,,,nd,nd,nd,32,46,>50,>50,>50,>50,x,nd,1,0,3,8,21,19,18,nd,x,0,0,0,3,16,21,nd,nd,nd,x,nd,0,1,11,15,29,27,24,28,x,,nd,nd,nd,0,0,0,6,13,20,x,nd,nd,nd,3,6,18,21,35,42,x,,nd,nd,nd,1,10,29,21,33,51,x,nd,0,4,17,41,44,>50,>50,nd,x,nd,nd,nd,70,70,70,70,70,70,x,,,nd,nd,nd,111,111,111,111,111,111,x,nd,nd,5,21,38,49,49,45,43,x,,nd,nd,32,32,32,32,32,32,nd,x,nd,nd,230,230,230,230,230,230,nd,x,,nd,nd,46,52.5,52.5,52.5,52.5,52.5,nd,x,,nd,nd,41,40,41,47,47,47,nd,x,nd,58,49,31,37,33,28,nd,nd,x,nd,49,52,38,39,33,28,nd,nd,x,nd,8,8,14,7,10,5,nd,nd,x,nd,32,45,41,35,33,35,nd,nd
,,PFU Ansatz 2,x,,,nd,nd,nd,33,>50,>50,>50,>50,>50,x,nd,0,3,2,10,19,19,14,nd,x,0,0,0,6,12,22,nd,nd,nd,x,nd,0,2,5,8,22,20,36,33,x,,nd,nd,nd,0,0,0,3,8,24,x,nd,nd,nd,1,6,16,27,22,41,x,,nd,nd,nd,0,11,28,30,33,44,x,nd,0,7,14,43,34,>50,>50,nd,x,nd,nd,nd,70,70,70,70,70,70,x,,,nd,nd,nd,111,111,111,111,111,111,x,nd,nd,1,18,40,47,46,47,52,x,,nd,nd,32,32,32,32,32,32,nd,x,nd,nd,230,230,230,230,230,230,nd,x,,nd,nd,40,52.5,52.5,52.5,52.5,52.5,nd,x,,nd,nd,42,44,47,47,47,47,nd,x,nd,45,44,36,36,31,30,nd,nd,x,nd,55,48,41,40,40,46,nd,nd,x,nd,8,11,8,6,6,6,nd,nd,x,nd,30,44,37,33,32,30,nd,nd
,,AVG,x,,,#DIV/0!,#DIV/0!,#DIV/0!,32.5,46,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,#DIV/0!,0.5,1.5,2.5,9,20,19,16,#DIV/0!,x,0,0,0,4.5,14,21.5,#DIV/0!,#DIV/0!,#DIV/0!,x,#DIV/0!,0,1.5,8,11.5,25.5,23.5,30,30.5,x,,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,4.5,10.5,22,x,#DIV/0!,#DIV/0!,#DIV/0!,2,6,17,24,28.5,41.5,x,,#DIV/0!,#DIV/0!,#DIV/0!,0.5,10.5,28.5,25.5,33,47.5,x,#DIV/0!,0,5.5,15.5,42,39,#DIV/0!,#DIV/0!,#DIV/0!,x,#DIV/0!,#DIV/0!,#DIV/0!,70,70,70,70,70,70,x,,,#DIV/0!,#DIV/0!,#DIV/0!,111,111,111,111,111,111,x,#DIV/0!,#DIV/0!,3,19.5,39,48,47.5,46,47.5,x,,#DIV/0!,#DIV/0!,32,32,32,32,32,32,#DIV/0!,x,#DIV/0!,#DIV/0!,230,230,230,230,230,230,#DIV/0!,x,,#DIV/0!,#DIV/0!,43,52.5,52.5,52.5,52.5,52.5,#DIV/0!,x,,#DIV/0!,#DIV/0!,41.5,42,47,47,47,47,#DIV/0!,x,#DIV/0!,51.5,46.5,33.5,36.5,32,29,#DIV/0!,#DIV/0!,x,#DIV/0!,52,50,39.5,39.5,36.5,37,#DIV/0!,#DIV/0!,x,#DIV/0!,8,9.5,11,6.5,8,5.5,#DIV/0!,#DIV/0!,x,#DIV/0!,31,44.5,39,34,32.5,32.5,#DIV/0!,#DIV/0!
,,Plaque reduction (%),x,,,#DIV/0!,#DIV/0!,#DIV/0!,42.22222222,18.22222222,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,#DIV/0!,97.61904762,92.85714286,88.0952381,57.14285714,4.761904762,9.523809524,23.80952381,#DIV/0!,x,100,100,100,89.29,66.67,48.81,#DIV/0!,#DIV/0!,#DIV/0!,x,#DIV/0!,100,93.71,66.43,51.75,-6.99,1.4,-25.87,-27.97,x,,#DIV/0!,#DIV/0!,#DIV/0!,100,100,100,92.03539823,81.4159292,61.0619469,x,#DIV/0!,#DIV/0!,#DIV/0!,95.15151515,85.45454545,58.78787879,41.81818182,30.90909091,-0.606060606,x,,#DIV/0!,#DIV/0!,#DIV/0!,99.23,83.8,56.04,60.67,49.1,26.74,x,#DIV/0!,100,89.57,70.62,20.38,26.07,p,#DIV/0!,#DIV/0!,x,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,0,0,0,x,,,#DIV/0!,#DIV/0!,#DIV/0!,0.75,0.75,0.75,0.75,0.75,0.75,x,#DIV/0!,#DIV/0!,93.45,57.45,14.91,-4.73,-3.64,-0.36,-3.64,x,,#DIV/0!,#DIV/0!,-0.52,-0.52,-0.52,-0.52,-0.52,-0.52,#DIV/0!,x,#DIV/0!,#DIV/0!,0,0,0,0,0,0,#DIV/0!,x,,#DIV/0!,#DIV/0!,18.1,0,0,0,0,0,#DIV/0!,x,,#DIV/0!,#DIV/0!,11.7,10.64,0,0,0,0,#DIV/0!,x,#DIV/0!,-104.6357616,-84.8,-33.1,-45,-27.2,-15.2,#DIV/0!,#DIV/0!,x,#DIV/0!,-6.1,-2,19.4,19.4,25.5,24.5,#DIV/0!,#DIV/0!,x,#DIV/0!,30.43478261,17.39130435,4.347826087,43.47826087,30.43478261,52.17391304,#DIV/0!,#DIV/0!,x,#DIV/0!,13.88888889,-23.61111111,-8.333333333,5.555555556,9.722222222,9.722222222,#DIV/0!,#DIV/0!
5.3,Omicron BA.1 (26335),PFU Ansatz 1,x,,,nd,nd,nd,37,>50,>50,>50,>50,>50,x,nd,0,1,1,7,11,11,13,nd,x,0,0,1,12,25,27,nd,nd,nd,x,nd,1,6,21,26,31,22,33,28,x,,nd,nd,nd,0,0,0,7,20,25,x,nd,nd,nd,3,6,18,20,31,38,x,,nd,nd,nd,3,9,20,32,32,53,x,nd,0,12,37,41,45,>50,>50,nd,x,nd,nd,nd,70,70,70,70,70,70,x,,,nd,nd,nd,84,90,102,111,111,111,x,nd,nd,10,31,35,55,53,50,50,x,,nd,nd,32,32,32,32,32,32,nd,x,nd,nd,230,230,230,230,230,230,nd,x,,nd,nd,35,40,52.5,52.5,52.5,52.5,nd,x,,nd,nd,13,36,47,47,47,47,nd,x,nd,16,13,28,29,25,33,nd,nd,x,nd,6,20,28,28,36,42,nd,nd,x,nd,0,2,5,9,9,13,nd,nd,x,nd,0,5,20,39,36,37,nd,nd
,,PFU Ansatz 2,x,,,nd,nd,nd,42,>50,>50,>50,>50,>50,x,nd,0,1,2,7,10,20,13,nd,x,0,0,1,5,21,26,nd,nd,nd,x,nd,1,5,12,28,28,20,27,46,x,,nd,nd,nd,0,0,0,7,17,33,x,nd,nd,nd,0,6,19,17,43,44,x,,nd,nd,nd,4,9,20,28,33,61,x,nd,1,9,24,43,54,>50,>50,nd,x,nd,nd,nd,70,70,70,70,70,70,x,,,nd,nd,nd,72,83,101,111,111,111,x,nd,nd,9,26,40,58,48,50,50,x,,nd,nd,32,32,32,32,32,32,nd,x,nd,nd,230,230,230,230,230,230,nd,x,,nd,nd,nd,39,52.5,52.5,52.5,52.5,nd,x,,nd,nd,19,31,47,47,47,47,nd,x,nd,10,20,24,29,26,29,nd,nd,x,nd,7,22,40,30,28,31,nd,nd,x,nd,2,1,5,9,6,8,nd,nd,x,nd,1,5,20,38,34,39,nd,nd
,,AVG,x,,,#DIV/0!,#DIV/0!,#DIV/0!,39.5,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,#DIV/0!,0,1,1.5,7,10.5,15.5,13,#DIV/0!,x,0,0,1,8.5,23,26.5,#DIV/0!,#DIV/0!,#DIV/0!,x,#DIV/0!,1,5.5,16.5,27,29.5,21,30,37,x,,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,7,18.5,29,x,#DIV/0!,#DIV/0!,#DIV/0!,1.5,6,18.5,18.5,37,41,x,,#DIV/0!,#DIV/0!,#DIV/0!,3.5,9,20,30,32.5,57,x,#DIV/0!,0.5,10.5,30.5,42,49.5,#DIV/0!,#DIV/0!,#DIV/0!,x,#DIV/0!,#DIV/0!,#DIV/0!,70,70,70,70,70,70,x,,,#DIV/0!,#DIV/0!,#DIV/0!,78,86.5,101.5,111,111,111,x,#DIV/0!,#DIV/0!,9.5,28.5,37.5,56.5,50.5,50,50,x,,#DIV/0!,#DIV/0!,32,32,32,32,32,32,#DIV/0!,x,#DIV/0!,#DIV/0!,230,230,230,230,230,230,#DIV/0!,x,,#DIV/0!,#DIV/0!,35,39.5,52.5,52.5,52.5,52.5,#DIV/0!,x,,#DIV/0!,#DIV/0!,16,33.5,47,47,47,47,#DIV/0!,x,#DIV/0!,13,16.5,26,29,25.5,31,#DIV/0!,#DIV/0!,x,#DIV/0!,6.5,21,34,29,32,36.5,#DIV/0!,#DIV/0!,x,#DIV/0!,1,1.5,5,9,7.5,10.5,#DIV/0!,#DIV/0!,x,#DIV/0!,0.5,5,20,38.5,35,38,#DIV/0!,#DIV/0!
